SerialNumber,WentLiveOn
VSH319574_OLD,3/15/2018
VSH319978,3/15/2018
VSH319897,3/15/2018
VSH319981,3/15/2018
VSH320077,3/15/2018
VSH320082_OLD,3/15/2018
VSH400253_OLD,3/15/2018
VSH319767,3/16/2018
VSH319970,3/16/2018
VSH320012,3/16/2018
VSH319982_OLD,3/16/2018
VSH319294_OLD2,3/17/2018
VSH320013,3/19/2018
VSH319952,3/19/2018
VSH319951,3/19/2018
VSH319963,3/19/2018
VSH320080,3/19/2018
VSH317838_OLD2,3/19/2018
VSH319514,3/20/2018
VSH319903,3/20/2018
VSH400204,3/20/2018
VSH319362,3/21/2018
VSH318765_REL,3/21/2018
VSH320186_OLD,3/21/2018
VSH320099,3/21/2018
VSH310510,3/21/2018
VSH319036,3/22/2018
VSH319833_OLD,3/22/2018
VSH319904,3/22/2018
VSH320062,3/22/2018
VSH317949_OLD2,3/22/2018
VSH319652_OLD,3/22/2018
VSH316972_OLD2,3/22/2018
VSH319731,3/23/2018
VSH320067_OLD,3/23/2018
VSH320069,3/23/2018
VSH320105,3/23/2018
VSH320052,3/23/2018
VSH320054,3/23/2018
VSH319679,3/23/2018
VSH320005_REL,3/24/2018
VSH319156,3/26/2018
VSH319160,3/26/2018
VSH319164,3/26/2018
VSH319972,3/26/2018
VSH313244,3/26/2018
VSH210200,3/26/2018
VSH400293_OLD,3/26/2018
VSH319908,3/27/2018
VSH209902,3/27/2018
VSH318430_old2,3/27/2018
VSH320107,3/27/2018
VSH320021,3/27/2018
VSH319744_OLD,3/27/2018
VSH400083,3/27/2018
VSH319573,3/28/2018
VSH320072_OLD,3/28/2018
VSH320108,3/28/2018
VSH320187,3/28/2018
VSH400078,3/28/2018
VSH319967,3/29/2018
VSH400283,3/29/2018
VSH319995,3/29/2018
VSH319942,3/29/2018
VSH319987,3/29/2018
VSH319217_OLD2,3/29/2018
VSH320182,3/29/2018
VSH319662,3/30/2018
VSH320160_OLD,3/30/2018
VSH320169_CL,3/30/2018
VSH319906,4/2/2018
VSH400276,4/2/2018
VSH319911,4/2/2018
VSH400281,4/2/2018
VSH319580_OLD2,4/2/2018
VSH209183,4/2/2018
VSH319604,4/3/2018
VSH320010,4/3/2018
VSH400203,4/3/2018
VSH313368_OLD2,4/3/2018
VSH320311,4/3/2018
VSH319915,4/4/2018
VSH319308,4/5/2018
VSH319299,4/5/2018
VSH319809,4/5/2018
VSH319973,4/5/2018
VSH319485,4/6/2018
VSH209911,4/6/2018
VSH314127_OLD2,4/6/2018
VSH320132,4/6/2018
VSH317961,4/6/2018
VSH320085,4/7/2018
VSH319655_OLD,4/9/2018
VSH319923,4/9/2018
VSH319913,4/9/2018
VSH320030,4/9/2018
VSH320036,4/9/2018
VSH320076,4/9/2018
VSH319958,4/9/2018
VSH320109_OLD,4/9/2018
VSH320133,4/9/2018
VSH317997,4/9/2018
VSH400282,4/9/2018
VSH318685,4/9/2018
VSH320046,4/9/2018
VSH319988,4/9/2018
VSH319722,4/10/2018
VSH319883_OLD,4/10/2018
VSH319984,4/10/2018
VSH320200,4/10/2018
VSH320319,4/10/2018
VSH400256,4/10/2018
VSH319883,4/10/2018
VSH319296_OLD,4/11/2018
VSH319292,4/11/2018
VSH319289,4/11/2018
VSH319287,4/11/2018
VSH319306,4/11/2018
VSH250203,4/11/2018
VSH319957,4/11/2018
VSH320119_OLD,4/11/2018
VSH320093,4/11/2018
VSH320096,4/11/2018
VSH320127,4/11/2018
VSH320176,4/11/2018
VSH320221,4/11/2018
VSH320209_OLD,4/11/2018
VSH313859_OLD2,4/11/2018
VSH319499_OLD,4/12/2018
VSH319839,4/12/2018
VSH319909,4/12/2018
VSH320086,4/12/2018
VSH320260,4/12/2018
VSH320244,4/12/2018
VSH400232_old,4/12/2018
VSH400247,4/12/2018
VSH311383,4/12/2018
VSH320040,4/12/2018
VSH400111,4/12/2018
VSH320063,4/13/2018
VSH320115_OLD,4/13/2018
VSH400296,4/13/2018
VSH320224,4/13/2018
VSH319870,4/16/2018
VSH320091,4/16/2018
VSH400291,4/16/2018
VSH319838,4/16/2018
VSH320245,4/16/2018
VSH320251_OLD,4/16/2018
VSH320345_REL,4/16/2018
VSH400302,4/16/2018
VSH400301,4/16/2018
VSH320074,4/17/2018
VSH320100_OLD,4/17/2018
VSH311106,4/17/2018
VSH320217_OLD,4/17/2018
VSH320146,4/17/2018
VSH320240,4/17/2018
VSH319548,4/18/2018
VSH319544_OLD,4/18/2018
VSH314863 _OLD2,4/18/2018
VSH320249,4/18/2018
VSH318210,4/18/2018
VSH320397,4/18/2018
VSH319593,4/19/2018
VSH320053,4/19/2018
VSH320137,4/19/2018
VSH320318,4/19/2018
VSH314530_OLD3,4/19/2018
VSH319993_OLD,4/20/2018
VSH320087,4/20/2018
VSH400290,4/20/2018
VSH209916,4/20/2018
VSH250227,4/20/2018
VSH314738,4/20/2018
VSH320145,4/21/2018
VSH400294,4/21/2018
VSH320271_OLD,4/22/2018
VSH319735,4/23/2018
VSH400284,4/23/2018
VSH400010,4/23/2018
VSH400263,4/23/2018
VSH319484,4/24/2018
VSH400271,4/24/2018
VSH319917_OLD,4/24/2018
VSH320007,4/24/2018
VSH319991,4/24/2018
VSH320210,4/24/2018
VSH312378,4/24/2018
VSH400289,4/24/2018
VSH320236,4/24/2018
VSH311240,4/24/2018
VSH209319,4/24/2018
VSH320121,4/25/2018
VSH318185,4/25/2018
VSH400258_OLD,4/25/2018
VSH400249_OLD,4/25/2018
VSH320288,4/25/2018
VSH400273,4/25/2018
VSH210267,4/25/2018
VSH319214,4/26/2018
VSH320243_OLD,4/26/2018
VSH320241,4/26/2018
VSH320213,4/26/2018
VSH320282,4/26/2018
VSH320320_OLD,4/26/2018
VSH320219_OLD,4/26/2018
VSH320220,4/26/2018
VSH400254_OLD,4/26/2018
VSH319768,4/26/2018
VSH319999_OLD,4/27/2018
VSH320196,4/27/2018
VSH400303,4/27/2018
VSH319935_OLD,4/27/2018
VSH209358,4/27/2018
VSH318352,4/28/2018
VSH318936,4/30/2018
VSH319853,4/30/2018
VSH320002,4/30/2018
VSH400307,4/30/2018
VSH209280,4/30/2018
VSH317910,4/30/2018
VSH209181,4/30/2018
VSH320231,5/1/2018
VSH320392,5/1/2018
VSH320275_OLD,5/1/2018
VSH320403,5/1/2018
VSH320406,5/1/2018
VSH209826,5/1/2018
VSH320285,5/1/2018
VSH320334,5/1/2018
VSH320452_OLD,5/1/2018
VSH312895_OLD,5/1/2018
VSH313683_OLD,5/1/2018
VSH318255_old,5/1/2018
VSH400264,5/2/2018
VSH319874,5/2/2018
VSH321437,5/2/2018
VSH320152,5/2/2018
VSH320346,5/2/2018
VSH320259,5/2/2018
VSH320277,5/2/2018
VSH320328,5/2/2018
VSH312466,5/2/2018
VSH209147,5/2/2018
VSH320212,5/3/2018
VSH320233_OLD,5/3/2018
VSH320120_OLD,5/3/2018
VSH320262,5/3/2018
VSH320372,5/3/2018
VSH320445,5/3/2018
VSH312719,5/3/2018
VSH311153,5/3/2018
VSH209767,5/3/2018
VSH209879,5/3/2018
VSH319476,5/4/2018
VSH400262,5/4/2018
VSH312104,5/4/2018
VSH320139,5/4/2018
VSH320191,5/4/2018
VSH400240,5/4/2018
VSH320276,5/4/2018
VSH400236,5/4/2018
VSH320405,5/4/2018
VSH320407,5/4/2018
VSH320404,5/4/2018
VSH210174,5/4/2018
VSH209768,5/4/2018
VSH312338,5/4/2018
VSH311153_OLD,5/4/2018
VSH320149,5/5/2018
VSH209721,5/5/2018
VSH319630,5/5/2018
VSH320038,5/7/2018
VSH320218_OLD,5/7/2018
VSH320324,5/7/2018
VSH320373,5/7/2018
VSH320408,5/7/2018
VSH319613,5/8/2018
VSH400285,5/8/2018
VSH320170,5/8/2018
VSH320104,5/8/2018
VSH210217,5/8/2018
VSH400275,5/8/2018
VSH314729,5/8/2018
VSH320148,5/9/2018
VSH320374,5/9/2018
VSH320471_OLD,5/9/2018
VSH316032,5/9/2018
VSH313004,5/10/2018
VSH320228_OLD,5/10/2018
VSH320347,5/10/2018
VSH209311,5/10/2018
VSH500264,5/10/2018
VSH320432_OLD2,5/10/2018
VSH400047_OLD2,5/11/2018
VSH400295,5/12/2018
VSH316199,5/14/2018
VSH400304,5/14/2018
VSH400298,5/14/2018
VSH311276_OLD3,5/14/2018
VSH320454,5/15/2018
VSH311692,5/15/2018
VSH320349,5/16/2018
VSH319233,5/17/2018
VSH250175,5/17/2018
VSH320125,5/17/2018
VSH320303,5/17/2018
VSH400210,5/17/2018
VSH320462,5/17/2018
VSH315141,5/17/2018
VSH320352_OLD,5/17/2018
VSH320301,5/18/2018
VSH320671_OLD,5/18/2018
VSH209124,5/18/2018
VSH320299,5/19/2018
VSH320126,5/21/2018
VSH320157_OLD,5/21/2018
VSH320340,5/21/2018
VSH320447,5/21/2018
VSH319511_OLD,5/22/2018
VSH320455,5/22/2018
VSH209595,5/22/2018
VSH315150_OLD5,5/22/2018
VSH319938,5/23/2018
VSH320165,5/23/2018
VSH320402,5/23/2018
VSH320396,5/23/2018
VSH320546,5/23/2018
VSH313884,5/23/2018
VSH320390,5/23/2018
VSH313250,5/23/2018
VSH313016_OLD,5/23/2018
VSH311652,5/23/2018
VSH315196,5/23/2018
VSH320356,5/24/2018
VSH400292_OLD,5/24/2018
VSH320103,5/25/2018
VSH320475_OLD,5/25/2018
VSH320487,5/25/2018
VSH313881,5/25/2018
VSH319571_PCSWAP,5/29/2018
VSH320039,5/29/2018
VSH319448,5/29/2018
VSH320556,5/29/2018
VSH400321_OLD,5/29/2018
VSH320613_OLD,5/29/2018
VSH319546,5/30/2018
VSH320350,5/30/2018
VSH400315,5/30/2018
VSH209347,5/30/2018
VSH319426,5/30/2018
VSH320435_old,5/31/2018
VSH320551,5/31/2018
VSH320427_OLD,5/31/2018
VSH314513_OLD2,5/31/2018
VSH400265_OLD2,5/31/2018
VSH210291_REL,5/31/2018
VSH319303,6/1/2018
VSH320533_OLD,6/1/2018
VSH320615,6/1/2018
VSH312939_OLD2,6/1/2018
VSH250247,6/1/2018
VSH320323,6/1/2018
VSH210309,6/1/2018
VSH320614,6/3/2018
VSH320476_OLD,6/4/2018
VSH320422_OLD,6/4/2018
VSH320587,6/4/2018
VSH250253,6/4/2018
VSH400200,6/4/2018
VSH210291,6/4/2018
VSH320394,6/5/2018
VSH320342,6/5/2018
VSH320440,6/5/2018
VSH320426_old,6/5/2018
VSH320564,6/5/2018
VSH311171,6/5/2018
VSH311051,6/5/2018
VSH400181,6/5/2018
VSH400279,6/5/2018
VSH312083_REL,6/5/2018
VSH319532,6/6/2018
VSH400314,6/6/2018
VSH320586,6/6/2018
VSH320544,6/6/2018
VSH320545,6/6/2018
VSH319384,6/7/2018
VSH320434,6/7/2018
VSH209034,6/7/2018
VSH109441,6/7/2018
VSH312547,6/8/2018
VSH320548,6/8/2018
VSH315692,6/8/2018
VSH320117,6/11/2018
VSH320393,6/11/2018
VSH320653,6/11/2018
VSH314995_OLD,6/11/2018
VSH316804,6/11/2018
VSH320355,6/12/2018
VSH320512,6/12/2018
VSH320617_OLD,6/12/2018
VSH320638,6/12/2018
VSH400057,6/12/2018
VSH313874,6/12/2018
VSH319449,6/12/2018
VSH312413,6/12/2018
VSH313744,6/13/2018
VSH314350,6/13/2018
VSH319101,6/13/2018
VSH320610,6/13/2018
VSH320526,6/13/2018
VSH400319,6/13/2018
VSH320225,6/13/2018
VSH320362,6/14/2018
VSH320151,6/14/2018
VSH320508,6/14/2018
VSH320543,6/14/2018
VSH320524,6/14/2018
VSH317818,6/14/2018
VSH320211,6/15/2018
VSH320296,6/15/2018
VSH320675,6/15/2018
VSH320496,6/16/2018
VSH319124,6/18/2018
VSH400336,6/18/2018
VSH320498,6/18/2018
VSH320680,6/18/2018
VSH320630_TAP,6/18/2018
VSH319772_OLD2,6/18/2018
VSH320549,6/19/2018
VSH320535,6/19/2018
VSH320518,6/19/2018
VSH313662,6/19/2018
VSH319216,6/20/2018
VSH320648,6/20/2018
VSH320365,6/20/2018
VSH319000_OLD,6/20/2018
VSH320464,6/20/2018
VSH320321_OLD2,6/21/2018
VSH400324,6/21/2018
VSH313866,6/21/2018
VSH320740_OLD,6/21/2018
VSH209806__OLD,6/21/2018
VSH319953_OLD2,6/21/2018
VSH209903,6/22/2018
VSH320322_OLD,6/22/2018
VSH318437,6/22/2018
VSH320501,6/22/2018
VSH320520,6/22/2018
VSH210287,6/22/2018
VMBMQA001,6/22/2018
VSH320261,6/25/2018
VSH320449_OLD,6/25/2018
VSH320473_OLD,6/25/2018
VSH311567,6/25/2018
VSH320669_OLD,6/25/2018
VSH320660,6/25/2018
VSH320692,6/25/2018
VSH313537,6/25/2018
VSH318361,6/25/2018
VSH400131_PCSWAP,6/25/2018
VSH314514,6/26/2018
VSH320665,6/26/2018
VSH311893_OLDER,6/26/2018
VSH312620__OLD,6/26/2018
VSH314198_REL,6/26/2018
VSH400255_OLD,6/27/2018
VSH323374_OLD,6/27/2018
VSH320634__OLD,6/27/2018
VSH400137,6/27/2018
VSH312119,6/27/2018
VSH320325,6/28/2018
VSH320441_OLD,6/28/2018
VSH314354_OLD,6/28/2018
VSH318719_OLD2,6/28/2018
VSH320264,6/29/2018
VSH320398,6/29/2018
VSH320687_OLD,6/29/2018
VSH320553,6/29/2018
VSH320691,6/29/2018
VSH320735,6/29/2018
VSH400126,6/29/2018
VSH312921,6/29/2018
VSH314381,7/2/2018
VSH317908,7/3/2018
VSH314108,7/3/2018
VSH400119,7/5/2018
VSH320595,7/5/2018
VSH320765,7/5/2018
VSH320011,7/5/2018
VSH400123_PCSWAP,7/5/2018
VSH320793,7/5/2018
VSH311100_OLD,7/5/2018
VSH316521,7/5/2018
VSH312442,7/6/2018
VSH400121,7/6/2018
VSH320696,7/6/2018
VSH400132,7/6/2018
VSH320838,7/6/2018
VSH313735,7/6/2018
VSH400004_OLD,7/6/2018
VSH320748,7/7/2018
VSH320578,7/7/2018
VSH320357_REL,7/8/2018
VSH320528,7/8/2018
VSH319959,7/9/2018
VSH320235,7/9/2018
VSH400245,7/9/2018
VSH320575_OLD,7/9/2018
VSH400257,7/9/2018
VSH320383,7/9/2018
VSH320538,7/9/2018
VSH320649,7/9/2018
VSH320747,7/9/2018
VSH310595,7/9/2018
VSH320769,7/9/2018
VSH320421,7/9/2018
VSH319920_OLD,7/10/2018
VSH400252,7/10/2018
VSH320693,7/10/2018
VSH320700,7/10/2018
VSH320845,7/10/2018
VSH314060,7/10/2018
VSH319182,7/11/2018
VSH320627,7/11/2018
VSH313903,7/11/2018
VSH320369,7/11/2018
VSH400120_OLD,7/11/2018
VSH320792,7/11/2018
VSH312386,7/11/2018
VSH320738,7/11/2018
VSH315508_OLD1,7/11/2018
VSH317538_REL,7/11/2018
VSH400246,7/12/2018
VSH320632_OLD,7/12/2018
VSH320631,7/12/2018
VSH320593,7/12/2018
VSH320837,7/12/2018
VSH320084,7/12/2018
VSH320880,7/12/2018
VSH320860,7/12/2018
VSH317537_REL,7/12/2018
VSH320690,7/13/2018
VSH320624,7/13/2018
VSH320252_OLD1,7/13/2018
VSH314190_OLD2,7/13/2018
VSH400152,7/13/2018
VSH319495,7/13/2018
VSH400305_OLD,7/16/2018
VSH320429,7/16/2018
VSH320550,7/16/2018
VSH314477,7/16/2018
VSH320688,7/17/2018
VSH400334,7/17/2018
VSH320782,7/17/2018
VSH318662,7/17/2018
VSH320772,7/18/2018
VSH320840,7/18/2018
VSH320684,7/19/2018
VSH320727,7/19/2018
VSH400331,7/20/2018
VSH320812,7/20/2018
VSH312891,7/20/2018
VSH310020,7/20/2018
VSH320723,7/20/2018
VSH400248,7/20/2018
VSH210024,7/20/2018
VSH400133,7/23/2018
VSH400322_OLD,7/23/2018
VSH320598,7/23/2018
VSH320814,7/23/2018
VSH320862,7/23/2018
VSH313091,7/23/2018
VSH319051,7/24/2018
VSH320695,7/24/2018
VSH320599,7/24/2018
VSH320786_OLD,7/24/2018
VSH320841,7/24/2018
VSH318271,7/24/2018
VSH400076,7/24/2018
VSH320555,7/25/2018
VSH400341,7/25/2018
VSH320826,7/25/2018
VSH314965,7/25/2018
VSH400071,7/25/2018
VSH320420.OLD,7/26/2018
VSH314051,7/26/2018
VSH320858,7/26/2018
VSH320784,7/26/2018
VSH320597,7/26/2018
VSH319811,7/26/2018
VSH318933_OLD,7/27/2018
VSH400312,7/27/2018
VSH320588,7/27/2018
VSH320788,7/27/2018
VSH400169,7/27/2018
VSH312697_OLD3,7/27/2018
VSH400306_OLD,7/28/2018
VSH400317,7/28/2018
VSH320677,7/30/2018
VSH320679,7/30/2018
VSH333333,7/30/2018
VSH318947,7/30/2018
VSH320541,7/31/2018
VSH320758,7/31/2018
VSH320863,7/31/2018
VSH400362,7/31/2018
VSH311315,8/1/2018
VSH320852,8/1/2018
VSH320990,8/1/2018
VSH316462,8/1/2018
VSH320523_OLD,8/2/2018
VSH316425,8/2/2018
VSH311579,8/3/2018
VSH320399_OLD,8/6/2018
VSH320937,8/6/2018
VSH314478,8/6/2018
VSH320878_OLD,8/7/2018
VSH320875,8/7/2018
VSH320961,8/7/2018
VSH320114,8/7/2018
VSH320658_OLD,8/8/2018
VSH400330,8/8/2018
VSH320939,8/8/2018
VSH320664,8/9/2018
VSH320799,8/9/2018
VSH400360,8/9/2018
VSH209198,8/10/2018
VSH321010,8/10/2018
VSH314257,8/13/2018
VSH320979,8/13/2018
VSH320618_OLD,8/14/2018
VSH320975_OLD,8/14/2018
VSH250035,8/14/2018
VSH400313_OLD2,8/14/2018
VSH319584_old3,8/14/2018
VSH400068,8/14/2018
VSH320600,8/15/2018
VSH320889,8/15/2018
VSH400351,8/15/2018
VSH320870_REL,8/15/2018
VSH320960,8/15/2018
VSH321040,8/15/2018
VSH320761,8/16/2018
VSH314408,8/16/2018
VSH321004,8/16/2018
VSH321007,8/17/2018
VSH321022,8/17/2018
VSH319585,8/17/2018
VSH321015_OLD,8/18/2018
VSH321043,8/18/2018
VSH400363_OLD,8/20/2018
VSH318416,8/20/2018
VSH318348,8/20/2018
VSH318262,8/20/2018
VSH320366_OLD,8/20/2018
vsh316384_OLD2,8/20/2018
VSH313199_OLD2,8/20/2018
VSH316413_REL,8/20/2018
VSH316439_REL,8/20/2018
VSH316438_REL,8/20/2018
VSH320367,8/21/2018
VSH209289,8/21/2018
VSH321095,8/21/2018
VSH400237,8/21/2018
VSH320468,8/22/2018
VSH320718,8/22/2018
VSH320619,8/22/2018
VSH320861,8/22/2018
VSH320970_OLD,8/22/2018
VSH318476_OLD,8/22/2018
VSH312929,8/22/2018
VSH312062,8/22/2018
VSH320871,8/23/2018
VSH320872,8/23/2018
VSH316449,8/23/2018
VSH314375,8/23/2018
VSH320378,8/24/2018
VSH311816,8/24/2018
VSH320921,8/24/2018
VSH320925_OLD,8/24/2018
VSH321090,8/24/2018
VSH321088,8/24/2018
VSH400342,8/25/2018
VSH400348_OLD,8/26/2018
VSH400326,8/26/2018
VSH319696,8/27/2018
VSH320897,8/27/2018
VSH400359,8/27/2018
VSH320973,8/27/2018
VSH321083_OLD,8/27/2018
VSH312556_PCSWAP,8/27/2018
VSH311893,8/27/2018
VSH320017,8/28/2018
VSH320708,8/28/2018
VSH320779,8/28/2018
VSH320808,8/28/2018
VSH320923_OLD,8/28/2018
VSH321032,8/28/2018
VSH313784__old,8/28/2018
VSH320064,8/29/2018
VSH400318,8/29/2018
VSH320846,8/29/2018
VSH400361,8/29/2018
VSH320978_OLD,8/29/2018
VSH320955_OLD,8/29/2018
VSH321081_OLD,8/29/2018
VSH320730_OLD2,8/30/2018
VSH320855,8/30/2018
VSH320980_OLD,8/30/2018
VSH315382,8/30/2018
VSH321082_OLD,8/30/2018
VSH321027,8/31/2018
VSH321130,8/31/2018
VSH400328,9/1/2018
VSH400320,9/2/2018
VSH320785,9/4/2018
VSH320913,9/4/2018
VSH321098_OLD,9/4/2018
VSH320032,9/5/2018
VSH320802,9/5/2018
VSH320962,9/6/2018
VSH321017_REL,9/6/2018
VSH321020_REL,9/6/2018
VSH321038_REL,9/6/2018
VSH109132,9/6/2018
VSH250233,9/7/2018
VSH315590,9/7/2018
VSH317410,9/7/2018
VSH318968,9/8/2018
VSH320694,9/10/2018
VSH314626,9/10/2018
VSH320942_OLD,9/10/2018
VSH321023_OLD,9/10/2018
VSH321008,9/10/2018
VSH320924,9/10/2018
VSH321159,9/10/2018
VSH313219_OLD2,9/10/2018
VSH321084_OLD,9/11/2018
VSH321154,9/11/2018
VSH400371,9/11/2018
VSH320944,9/12/2018
VSH320966_OLD,9/12/2018
VSH321028,9/12/2018
VSH321042,9/12/2018
VSH321139,9/12/2018
VSH311437__OLD,9/12/2018
VSH321165,9/13/2018
VSH314879,9/13/2018
VSH314244_PCSWAP,9/13/2018
VSH320760,9/14/2018
VSH320491,9/14/2018
VSH311214,9/17/2018
VSH320542,9/18/2018
VSH321068,9/18/2018
VSH318372_REL,9/18/2018
VSH313631_OLD2,9/18/2018
VSH320958,9/19/2018
VSH320905,9/19/2018
VSH314220,9/19/2018
VSH320998_OLD,9/20/2018
VSH312543,9/20/2018
VSH321085,9/21/2018
VSH321150,9/21/2018
VSH320153,9/24/2018
VSH320866,9/24/2018
VSH320916,9/24/2018
VSH400370,9/24/2018
VSH321033,9/24/2018
VSH321185,9/24/2018
VSH400379,9/24/2018
VSH209568_OLD3,9/24/2018
VSH210203,9/24/2018
VSH315857,9/24/2018
VSH210021,9/24/2018
VSH314100,9/25/2018
VSH400323_OLD,9/26/2018
VSH400325_OLD,9/26/2018
VSH321063,9/26/2018
VSH321297,9/26/2018
VSH400321,9/26/2018
VSH210331,9/27/2018
VSH400329_OLD,9/27/2018
VSH321106,9/27/2018
VSH321128,9/27/2018
VSH400355,9/27/2018
VSH313927,9/27/2018
VSH316438,9/27/2018
VSH321271,9/27/2018
VSH316439,9/27/2018
VSH321180,9/28/2018
VSH316413,9/28/2018
VSH313859__OLD,9/29/2018
VSH314143,9/29/2018
VSH320849_OLD,10/1/2018
VSH321177,10/1/2018
VSH321263,10/1/2018
VSH321278,10/1/2018
VSH314374_OLD2,10/1/2018
VSH320922,10/2/2018
VSH321059,10/2/2018
VSH321053,10/2/2018
VSH321181,10/2/2018
VSH400378,10/2/2018
VSH890004,10/2/2018
VSH400310,10/3/2018
VSH321058,10/3/2018
VSH321156,10/3/2018
VSH319622_OLD2,10/3/2018
VSH321213,10/3/2018
VSH321299,10/3/2018
VSH321292_REL,10/3/2018
VSH313093_OLD1,10/3/2018
VSH321289,10/3/2018
VSH321290_REL,10/3/2018
VSH321030,10/3/2018
VSH321006_OLD,10/4/2018
VSH319772,10/4/2018
VSH320953,10/5/2018
VSH321051,10/5/2018
VSH321187,10/5/2018
VSH321296_REL,10/5/2018
VSH321203,10/5/2018
VSH321086_OLD,10/8/2018
VSH321140_old,10/8/2018
VSH400265,10/8/2018
VSH210072,10/8/2018
VSH319868,10/8/2018
VSH321101_OLD,10/9/2018
VSH321152,10/9/2018
VSH311761,10/9/2018
VSH321267,10/9/2018
VSH400376,10/9/2018
VSH321385.OLD,10/9/2018
VSH321198,10/9/2018
VSH312570_OLD2,10/9/2018
VSH313826,10/10/2018
VSH321122,10/10/2018
VSH400357,10/10/2018
VSH321179,10/10/2018
VSH321300,10/10/2018
VSH321202,10/10/2018
VSH321277_OLD,10/10/2018
VSH320395,10/11/2018
VSH321066_OLD,10/11/2018
VSH321057_OLD,10/11/2018
VSH321255_OLD,10/11/2018
VSH319497,10/11/2018
VSH313818_REL,10/11/2018
VSH317775,10/11/2018
VSH314127,10/11/2018
VSH250352,10/12/2018
VSH320800_OLD2,10/12/2018
VSH320967,10/12/2018
VSH321340_REL,10/12/2018
VSH321194_REL,10/12/2018
VSH321047,10/15/2018
VSH400381,10/15/2018
VSH316077,10/15/2018
VSH400382,10/15/2018
VSH400383_OLD,10/15/2018
VSH321346,10/16/2018
VSH321422,10/16/2018
VSH318310,10/16/2018
VSH310546,10/16/2018
VSH313336,10/17/2018
VSH321341_REL,10/17/2018
vsh321309_OLD,10/17/2018
VSH321104,10/18/2018
VSH315970__OLD,10/18/2018
VSH317538,10/18/2018
VSH318945,10/18/2018
VSH321363,10/18/2018
VSH315706_OLD3,10/18/2018
VSH317506,10/18/2018
VSH321392,10/19/2018
VSH321396_REL,10/19/2018
VSH317537,10/19/2018
VSH321345_OLD,10/19/2018
VSH312432,10/22/2018
VSH317448,10/22/2018
VSH400242,10/22/2018
VSH314785_OLD,10/22/2018
VSH400373,10/23/2018
VSH321371,10/23/2018
VSH321347_REL,10/23/2018
VSH320856,10/24/2018
VSH321056,10/24/2018
VSH321351,10/24/2018
VSH321394,10/25/2018
VSH321199_REL,10/25/2018
VSH321223_REL,10/25/2018
VSH319752,10/25/2018
VSH320606,10/26/2018
VSH400261_OLD,10/26/2018
VSH310742,10/26/2018
VSH320629,10/26/2018
VSH317382,10/27/2018
VSH321416,10/27/2018
VSH321388,10/29/2018
VSH318826_OLD3,10/29/2018
VSH400380,10/29/2018
VSH321367,10/29/2018
VSH321196,10/29/2018
VSH321302_OLD,10/29/2018
VSH321431,10/30/2018
VSH321248,10/30/2018
VSH321483_REL,10/30/2018
VSH319312,10/30/2018
VSH311105__OLD,10/30/2018
VSH320870,10/30/2018
VSH321370,10/31/2018
VSH321352,10/31/2018
VSH314029,10/31/2018
VSH986003,10/31/2018
VSH317253,11/1/2018
VSHGMA001,11/1/2018
VSHTEST001,11/1/2018
VSH313075,11/2/2018
VSH321417,11/2/2018
VSH321458,11/2/2018
VSH314356,11/5/2018
VSH311951_OLD,11/5/2018
VSH321355,11/5/2018
VSH209320,11/5/2018
VSH321477_OLD,11/5/2018
VSH316160_OLD3,11/5/2018
VSH321510,11/5/2018
VSH400352,11/6/2018
VSH321405_REL,11/6/2018
VSH400404,11/6/2018
VSH321467,11/6/2018
VSH321313,11/6/2018
VSH321386,11/6/2018
VSH321492,11/6/2018
VSH209568,11/6/2018
VSH320453,11/7/2018
VSH321205,11/7/2018
VSH321208,11/7/2018
VSH321288_REL,11/7/2018
VSH321031,11/8/2018
VSH400385,11/8/2018
VSH321470_REL,11/8/2018
VSH400403,11/8/2018
VSH400348,11/8/2018
VSH319230,11/8/2018
VSH321413_REL,11/9/2018
VSH400399,11/9/2018
VSH321052,11/9/2018
VSH321408_REL,11/9/2018
VSH312197,11/9/2018
VSH321204,11/10/2018
VSH319227,11/12/2018
VSH321060_OLD,11/12/2018
VSH400387,11/12/2018
VSH321486,11/12/2018
VSH316150,11/12/2018
VSH321499,11/12/2018
VSH209831,11/12/2018
VSH321485_REL,11/12/2018
VSH321238_REL,11/12/2018
VSH321468_REL,11/12/2018
VSH312857_OLD2,11/12/2018
VSH321487,11/13/2018
VSH318125,11/13/2018
VSH317299,11/13/2018
VSH321443,11/13/2018
VSH250384,11/13/2018
VSH321501,11/13/2018
VSH321481_REL,11/13/2018
VSH321560_REL,11/13/2018
VSH321239,11/14/2018
VSH321448,11/14/2018
VSH316747_REL,11/14/2018
VSH321259,11/14/2018
VSH321378,11/15/2018
VSH314811,11/15/2018
VSH250119,11/16/2018
VSH321395,11/19/2018
VSH321403,11/19/2018
VSH317303,11/20/2018
VSH321488,11/20/2018
VSH321308,11/20/2018
VSH215001,11/20/2018
VSH321330,11/21/2018
VSH310091,11/23/2018
VSH320467,11/26/2018
VSH320907,11/26/2018
VSH321462,11/27/2018
VSH321514,11/27/2018
VSH321562,11/27/2018
VSH321534,11/27/2018
VSH321163,11/28/2018
VSH321235,11/28/2018
VSH312832_OLD2,11/28/2018
vsh321518_Old,11/28/2018
VSH400406_OLD,11/28/2018
VSH209215,11/28/2018
VSH321260,11/29/2018
VSH321533,11/29/2018
